kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;maximale_constructiesnelheid;laadvermogen;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;bruto_bpm;aantal_zitplaatsen;aantal_cilinders;cilinderinhoud;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;vermogen_massarijklaar;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;vervaldatum_apk_dt;hoogte_voertuig;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;aantal_staanplaatsen;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;aanhangwagen_middenas_geremd;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;aanhangwagen_autonoom_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;subcategorie_nederland;hoogte_voertuig_minimum;hoogte_voertuig_maximum;afwijkende_maximum_snelheid
12WNRS;Middenasaanhangwagen;TABBERT;W23;20160210;caravan;N.v.t.;N.v.t.;2150;2800;20160210;20160210;Geen verstrekking in Open Data;N.v.t.;100;650;;;930;;;250;O2;op balk v. r.;2800;0;585;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2016-02-10T00:00:00.000;2016-02-10T00:00:00.000;2016-02-10T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;KWT/2;e1*2007/46*0447*07;W23;23K43KA;;;;;;;;;;;;;;;;;;;;;;;
OS41KB;Oplegger;D-TEC;CT-35-02;20210310;containercarrier;N.v.t.;N.v.t.;3600;33000;20030901;20200806;Geen verstrekking in Open Data;N.v.t.;100;29400;;4;514;;646;250;O4;by r. balk;35000;;420;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-03-10T00:00:00.000;2003-09-01T00:00:00.000;2020-08-06T00:00:00.000;17000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221208;;;;;;;;;;;;;;;;;2022-12-08T00:00:00.000;;;;;;;;;;;;;;;;;;
VD221S;Bedrijfsauto;CITROEN;BERLINGO;20220330;gesloten opbouw;N.v.t.;N.v.t.;1360;1945;20130604;20130604;Geen verstrekking in Open Data;Ja;;585;0;4;0;0;438;181;N1;r. schroefveerkoker;1945;0;273;Nee;Nee;Nee;2930;Logisch;00;Ja;2022-03-30T00:00:00.000;2013-06-04T00:00:00.000;2013-06-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220604;4989;3;4;1560;1460;685;;20180;7;e2*2007/46*0002*14;B9HN;0/1;0.04;0;;2022;2022-06-04T00:00:00.000;;;;;;;;985;;;985;;;;;;;
86MLPD;Motorfiets;KAWASAKI;NINJA 650;20210518;Niet geregistreerd;N.v.t.;N.v.t.;186;393;20200310;20200310;Geen verstrekking in Open Data;Ja;193;;0;2;0;0;206;74;L3;;393;0;141;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-05-18T00:00:00.000;2020-03-10T00:00:00.000;2020-03-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;966;2;2;649;193;;;8299;EX650M;e1*168/2013*00182*01;M1;E;0.18;0;0;2021;;115;;;;;;;;e;e;;;;;;;;
THH90S;Motorrijtuig met beperkte snelheid;WEIDEMANN;1380;20210622;Niet geregistreerd;N.v.t.;N.v.t.;;;20190630;20210622;Geen verstrekking in Open Data;Ja;;;;;;;;;Z;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-06-22T00:00:00.000;2019-06-30T00:00:00.000;2021-06-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;Wiellader;;;
K237ZZ;Personenauto;AUDI;A1;20210809;stationwagen;ZWART;Niet geregistreerd;1010;1485;20160112;20210712;Geen verstrekking in Open Data;Ja;186;;2;4;0;0;0;174;M1;;1485;0;246;Nee;Nee;Nee;2515;Geen oordeel;05;Ja;2021-08-09T00:00:00.000;2016-01-12T00:00:00.000;2021-07-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230414;1699;4;3;999;1110;550;1000;19540;8X;e1*2007/46*0414*16;ACHZBF1;FM5DF002P8X02LLS47MMEM2;0.06;0;0;2021;2023-04-14T00:00:00.000;;B;;;;;;;;;;;;;;;;
J540XJ;Personenauto;VW;UP!;20201211;hatchback;ZWART;Niet geregistreerd;826;1320;20171010;20201211;Geen verstrekking in Open Data;Ja;162;;4;4;;;360;;M1;;1320;0;241;Nee;Nee;Nee;;Geen oordeel;05;Ja;2020-12-11T00:00:00.000;2017-10-10T00:00:00.000;2020-12-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221106;299;4;3;999;926;;;14916;AA;e13*2007/46*1167*18;ABCHYA;FM5FM5CF0117MMVR0N1SVW61;0.05;;;2020;2022-11-06T00:00:00.000;;C;;;;;;;;;;;;;;;;
85WGVT;Aanhangwagen;HAPERT;D;20110303;kipper;N.v.t.;N.v.t.;615;2000;20110303;20110303;Geen verstrekking in Open Data;N.v.t.;100;1385;0;0;440;0;443;166;O2;r. tegen voorste dwarsbalk;2000;0;75;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2011-03-03T00:00:00.000;2011-03-03T00:00:00.000;2011-03-03T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VHP29G;Bedrijfsauto;FIAT;TALENTO;20201127;gesloten opbouw;N.v.t.;N.v.t.;1901;3070;20201127;20201127;Geen verstrekking in Open Data;Ja;176;1169;3;4;0;552;540;196;N1;;3070;0;350;Nee;Nee;Nee;5070;Logisch;00;Ja;2020-11-27T00:00:00.000;2020-11-27T00:00:00.000;2020-11-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231127;12157;5;4;1997;2001;750;;50303;FFL;e2*2007/46*0497*10;BM9R;ML6TA8012D1;0.05;0;0;2022;2023-11-27T00:00:00.000;197;;;;;;;2000;;;;;;;;;;
27MLSN;Motorfiets;KAWASAKI;Z400;20200429;Niet geregistreerd;N.v.t.;N.v.t.;160;347;20200429;20200429;Geen verstrekking in Open Data;Ja;181;;0;2;0;0;199;80;L3;;347;0;137;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-04-29T00:00:00.000;2020-04-29T00:00:00.000;2020-04-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;634;2;2;399;167;;;5899;ER400D;e1*168/2013*00142*00;D1;E;0.2;0;0;2021;;106;;;;;;;;e;e;;;;;;;;
H315FG;Personenauto;TOYOTA;TOYOTA AURIS;20200526;MPV;GRIJS;Niet geregistreerd;1285;1815;20180126;20200526;Geen verstrekking in Open Data;Ja;180;;4;4;0;0;433;176;M1;;1815;1;260;Nee;Nee;Nee;1815;Geen oordeel;05;Ja;2020-05-26T00:00:00.000;2018-01-26T00:00:00.000;2020-05-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240126;1069;5;4;1798;1385;;;27664;HE15U(A);e11*2007/46*0018*11;ZWE186(H);ZWE186L-DHXNBW(9W);0.01;0;0;2021;2024-01-26T00:00:00.000;148;A;;;;;;;;;;;;;;;;
N608KB;Personenauto;FORD;FIESTA;20211118;hatchback;WIT;Niet geregistreerd;1080;1690;20211029;20211029;Geen verstrekking in Open Data;Ja;180;;4;4;0;0;407;176;M1;;1690;0;249;Nee;Nee;Nee;2690;Logisch;00;Ja;2021-11-18T00:00:00.000;2021-10-29T00:00:00.000;2021-10-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20251029;3146;5;3;998;1180;580;1000;20298;JHH;e9*2007/46*3142*21;Y7JA1JX;5CDPPNAQNAZ;0.06;0;0;2021;2025-10-29T00:00:00.000;150;B;20211028;2021-10-28T00:00:00.000;;;;;;;;65;;;;;;
K149DL;Personenauto;SKODA;CITIGO;20210128;hatchback;ZWART;Niet geregistreerd;1135;1530;20201229;20201229;Geen verstrekking in Open Data;Ja;130;;5;4;0;0;360;165;M1;r. motorruimte;1530;0;242;Nee;Nee;Nee;0;Logisch;00;Ja;2021-01-28T00:00:00.000;2020-12-29T00:00:00.000;2020-12-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20241229;;4;;;1235;;;24369;AA;e13*2007/46*1169*19;ABEBMA;FA1FA1CZ0020GAVR0N1ESK1B16O;0.05;0;0;2022;2024-12-29T00:00:00.000;;;;;;;;;;;;;;;;;;
J653NH;Personenauto;POLESTAR;POLESTAR 2;20200928;sedan;ZWART;Niet geregistreerd;2098;2600;20200928;20200928;Geen verstrekking in Open Data;Ja;205;;5;4;;;461;189;M1;;2600;0;274;Nee;Nee;Nee;4100;Logisch;00;Ja;2020-09-28T00:00:00.000;2020-09-28T00:00:00.000;2020-09-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240928;;5;;;2198;750;1500;66000;V;e9*2007/46*6834*00;VSED;VSEDEE0?;0.04;;;2021;2024-09-28T00:00:00.000;148;;;;;;;;;;;;;;;;;
77WJ67;Aanhangwagen;BARENTS;BL 2000;20200910;gesloten opbouw;N.v.t.;N.v.t.;958;2000;19860121;19860121;Geen verstrekking in Open Data;N.v.t.;100;1042;;;483;;;197;O2;r. op trekdriehoek 060 cm a. hart koppeling;2000;;74;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2020-09-10T00:00:00.000;1986-01-21T00:00:00.000;1986-01-21T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VFK42D;Bedrijfsauto;FORD;TRANSIT CONNECT;20200303;gesloten opbouw;N.v.t.;N.v.t.;1467;2170;20200303;20200303;Geen verstrekking in Open Data;Ja;164;703;3;4;;451;443;184;N1;;2170;0;266;Nee;Nee;Nee;3500;Logisch;00;Ja;2020-03-03T00:00:00.000;2020-03-03T00:00:00.000;2020-03-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230303;7068;2;4;1499;1567;750;;28879;PU2;e1*2007/46*0272*21;Z2GA1AEX;A2BAASAADALDN;0.05;;;2022;2023-03-03T00:00:00.000;186;;;;;;;1350;;;;;;;;;;
OD21GK;Oplegger;VEENHUIS;VOC 17 9 9 9 BL SV;20030313;tankwagen;N.v.t.;N.v.t.;8030;44000;19940113;19940113;Geen verstrekking in Open Data;N.v.t.;100;35970;;;945;;;250;O4;tegen r. balk 100 cm v. hart asstel;44000;;765;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2003-03-13T00:00:00.000;1994-01-13T00:00:00.000;1994-01-13T00:00:00.000;17000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230208;;;;;;;;;;;;;;;;;2023-02-08T00:00:00.000;;;;;;;;;;;;;;;;;;
L233GV;Personenauto;MAZDA;MAZDA CX-30;20210520;stationwagen;ROOD;Niet geregistreerd;1430;1965;20210520;20210520;Geen verstrekking in Open Data;Ja;204;;4;4;0;0;440;180;M1;;1965;0;266;Nee;Nee;Nee;3265;Logisch;00;Ja;2021-05-20T00:00:00.000;2021-05-20T00:00:00.000;2021-05-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20250520;5522;5;4;1998;1530;600;1300;39500;DM;e13*2007/46*2041*07;6WH;ACW0CB;0.09;0;0;2021;2025-05-20T00:00:00.000;154;B;;;;;;;;;;;;;;;;
WX97DY;Aanhangwagen;HAPERT;K;20071017;open wagen;N.v.t.;N.v.t.;401;2000;19990630;19990630;Geen verstrekking in Open Data;N.v.t.;100;1599;0;0;431;0;0;175;O2;r. tegen randprofiel 020 cm a. voorste dwarsbalk;2000;0;74;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2007-10-17T00:00:00.000;1999-06-30T00:00:00.000;1999-06-30T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WSJZ41;Aanhangwagen;SOLIDE;2000 LBU;20051111;open wagen;N.v.t.;N.v.t.;590;2000;20051111;20051111;Geen verstrekking in Open Data;N.v.t.;100;1410;0;0;543;0;546;196;O2;r. tegen voorste dwarsbalk;2000;0;73;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2005-11-11T00:00:00.000;2005-11-11T00:00:00.000;2005-11-11T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WH73BH;Aanhangwagen;SPRITE;ALPINE;20060811;caravan;N.v.t.;N.v.t.;617;900;19920110;19920110;Geen verstrekking in Open Data;N.v.t.;100;283;;2;504;;;210;O2;r. op trekdriehoek 060 cm a. hart koppeling;900;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2006-08-11T00:00:00.000;1992-01-10T00:00:00.000;1992-01-10T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N451DN;Personenauto;KIA;XCEED;20210923;hatchback;ZWART;Niet geregistreerd;1494;2030;20210923;20210923;Geen verstrekking in Open Data;Ja;160;;5;4;0;0;440;183;M1;;2030;0;265;Nee;Nee;Nee;3330;Logisch;00;Ja;2021-09-23T00:00:00.000;2021-09-23T00:00:00.000;2021-09-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20250923;768;5;4;1580;1594;600;1300;36350;CD;e4*2007/46*1299*13;BCP61;D61KZ1;0.05;0;0;2021;2025-09-23T00:00:00.000;148;A;;;;;;;;;;75;;;;;;
83WSRX;Middenasaanhangwagen;PEGA;1800;20210505;voor vervoer boten;N.v.t.;N.v.t.;370;1800;20180621;20180621;Geen verstrekking in Open Data;N.v.t.;130;1430;0;2;677;0;0;210;O2;;1800;0;494;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-05-05T00:00:00.000;2018-06-21T00:00:00.000;2018-06-21T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;PG1;e4*2007/46*0334*04;1800;SV;;0;0;;;;;;;;;;;;;;;;;;;;
G584ZK;Personenauto;TOYOTA;TOYOTA C-HR;20200103;hatchback;BRUIN;Niet geregistreerd;1460;1930;20200103;20200103;Geen verstrekking in Open Data;Ja;180;;4;4;0;0;440;180;M1;;1930;0;264;Nee;Nee;Nee;2655;Logisch;00;Ja;2020-01-03T00:00:00.000;2020-01-03T00:00:00.000;2020-01-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240103;1762;5;4;1987;1560;725;725;37919;AX1T(EU,M);e6*2007/46*0338*02;MAXH10(H);MAXH10L-AHXEBW(1E);0.07;0;0;2020;2024-01-03T00:00:00.000;156;A;;;;;;;;;;;;;;;;
ZP779H;Personenauto;FORD;FOCUS;20190710;stationwagen;BLAUW;Niet geregistreerd;1283;1925;20190710;20190710;Geen verstrekking in Open Data;Ja;184;;4;4;0;0;0;0;M1;;1925;0;270;Nee;Nee;Nee;2925;Logisch;00;Ja;2019-07-10T00:00:00.000;2019-07-10T00:00:00.000;2019-07-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230710;3514;5;3;999;1383;690;1000;25200;DEH;e13*2007/46*1911*04;B3DA1PX;5APBZ6ABYBT;0.05;0;0;2021;2023-07-10T00:00:00.000;;;;;;;;;;;;;;;;;;
01MLSL;Motorfiets;BMW;R NINE T SCRAMBLER;20211230;Niet geregistreerd;N.v.t.;N.v.t.;213;430;20200506;20200506;Geen verstrekking in Open Data;Ja;217;;0;2;0;0;218;88;L3;;430;0;153;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-12-30T00:00:00.000;2020-05-06T00:00:00.000;2020-05-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2000;2;2;1170;220;;;15785;1N12;e1*168/2013*00009*04;0J31;A;0.37;0;0;2021;;112;;;;;;;;e;e;;;;;;;;
L593RJ;Personenauto;SKODA;RAPID;20210708;hatchback;ZWART;Niet geregistreerd;1085;1645;20180131;20210708;Geen verstrekking in Open Data;Ja;198;;4;4;0;0;0;171;M1;;1645;0;259;Nee;Nee;Nee;2745;Geen oordeel;05;Ja;2021-07-08T00:00:00.000;2018-01-31T00:00:00.000;2021-07-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230228;2800;5;3;999;1185;590;1100;24643;NH;e11*2007/46*0250*18;ABCHZC;NFM6FM6DQ002STN762SK;0.07;0;0;2021;2023-02-28T00:00:00.000;;;;;;;;;;;;;;;;;;
15WX49;Aanhangwagen;VAN WEEL;VW KW 4;20030207;achterwaartse kipper;N.v.t.;N.v.t.;700;2000;19880510;19880510;Geen verstrekking in Open Data;N.v.t.;100;;;2;440;;;171;O2;tegen r. balk 100 cm v. hart asstel;2000;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2003-02-07T00:00:00.000;1988-05-10T00:00:00.000;1988-05-10T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J205JZ;Personenauto;HYMER;SYDNEY;20200827;kampeerwagen;GRIJS;Niet geregistreerd;2565;3500;20200827;20200827;Geen verstrekking in Open Data;Ja;146;;5;4;0;0;496;205;M1;;3500;0;300;Nee;Nee;Nee;6000;Logisch;00;Ja;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230827;12819;5;4;2287;2665;750;2500;66812;EG/HF001;e1*2007/46*1102*22;FKC1FE;C0HI0I45HYD220;0.04;0;0;2020;2023-08-27T00:00:00.000;233;;;;;;;;;;;;;;;;;
98WZHJ;Middenasaanhangwagen;DETHLEFFS;3EM;20210305;caravan;N.v.t.;N.v.t.;1380;1800;20210305;20210305;Geen verstrekking in Open Data;N.v.t.;120;420;0;2;758;0;762;230;O2;;1800;0;452;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-03-05T00:00:00.000;2021-03-05T00:00:00.000;2021-03-05T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;EG/CE 001;e1*2007/46*0046*17;AC0000;S5021C30DTM3EM;;0;0;;;265;;;;;;;;;;;;;;;;;
WK55FH;Aanhangwagen;EIFELLAND;830415;20131019;caravan;N.v.t.;N.v.t.;732;1000;19940524;19940524;Geen verstrekking in Open Data;N.v.t.;100;268;;2;556;;;210;O2;tegen r. balk 060 cm v. achteras;1000;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2013-10-19T00:00:00.000;1994-05-24T00:00:00.000;1994-05-24T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61WKZF;Middenasaanhangwagen;HOBBY;380 TB;20190923;caravan;N.v.t.;N.v.t.;950;1200;20140424;20140424;Geen verstrekking in Open Data;N.v.t.;100;250;0;2;564;0;569;220;O2;r. balk;1200;0;355;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2019-09-23T00:00:00.000;2014-04-24T00:00:00.000;2014-04-24T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;30EG;e1*2007/46*0219*03;M120;03;;0;;;;;;;;;;;;;;;;;;;;;
